area,product_id,quantity,hour,day_of_week
West,457848,3,11,Sunday
West,203454,3,11,Sunday
West,115348,2,12,Tuesday
South,528608,2,11,Sunday
South,784425,1,11,Sunday
South,323016,2,6,Sunday
South,760381,1,6,Sunday
South,891289,3,6,Sunday
East,144818,1,18,Saturday
East,179507,4,18,Saturday
West,328679,1,16,Friday
West,664634,1,16,Friday
West,621860,1,16,Friday
South,896270,2,1,Wednesday
South,529557,1,1,Wednesday
North,123191,4,18,Sunday
North,158033,1,18,Sunday
North,797959,1,18,Sunday
South,268844,3,12,Friday
South,582936,3,12,Friday
West,885901,2,16,Friday
West,236141,1,16,Friday
West,665639,1,16,Friday
East,130198,4,12,Monday
Central,758294,3,6,Friday
Central,667650,4,6,Friday
South,315187,1,23,Monday
South,130969,1,23,Monday
South,328679,1,23,Monday
East,582936,3,23,Tuesday
East,811207,5,22,Tuesday
East,656573,1,22,Tuesday
North,447288,1,2,Tuesday
North,682453,2,2,Tuesday
North,858212,2,14,Friday
North,129553,2,14,Friday
North,201111,3,14,Friday
Central,367952,1,21,Thursday
Central,844672,2,21,Thursday
West,799380,4,3,Wednesday
East,190530,2,22,Wednesday
East,973291,5,22,Wednesday
East,394868,1,22,Wednesday
Central,236141,2,21,Tuesday
Central,714157,1,21,Tuesday
Central,599381,3,21,Tuesday
South,591797,3,17,Saturday
Central,108796,1,7,Sunday
Central,268844,2,7,Sunday
South,876627,2,14,Thursday
South,738390,1,14,Thursday
South,318514,4,14,Thursday
North,457848,2,13,Thursday
North,647654,2,13,Thursday
North,855760,1,13,Thursday
Central,513418,1,14,Sunday
Central,874326,3,14,Sunday
Central,917641,4,14,Sunday
Central,665639,2,8,Thursday
Central,379582,1,8,Thursday
South,695926,2,22,Thursday
North,127005,2,19,Sunday
North,404100,3,19,Sunday
West,422552,5,1,Saturday
West,328679,4,1,Saturday
South,447288,1,1,Monday
East,327670,4,18,Sunday
East,846554,2,2,Friday
East,108796,1,2,Friday
East,763628,1,2,Friday
East,179932,4,17,Monday
East,657152,4,17,Monday
West,327418,2,11,Sunday
West,166402,3,5,Friday
West,340098,1,5,Friday
West,643168,4,5,Friday
North,621298,2,6,Wednesday
Central,526783,3,6,Friday
West,760381,5,22,Saturday
West,474362,1,22,Saturday
West,926868,1,22,Saturday
West,422552,3,23,Sunday
West,435530,1,23,Sunday
West,529557,1,23,Sunday
West,144818,5,18,Tuesday
West,179507,1,18,Tuesday
North,228776,2,15,Sunday
North,391708,4,15,Sunday
North,738390,1,19,Friday
North,422552,2,19,Friday
West,529557,1,11,Friday
West,634777,1,11,Friday
West,656573,4,11,Friday
East,613608,1,10,Tuesday
East,228776,4,10,Tuesday
South,160732,2,2,Saturday
East,357966,2,17,Friday
East,830396,1,17,Friday
East,108796,1,17,Friday
East,712158,1,17,Wednesday
East,784362,2,21,Saturday
East,635769,1,21,Saturday
North,758294,3,14,Thursday
North,177733,1,14,Thursday
East,587281,3,23,Wednesday
East,582219,3,23,Wednesday
West,257146,1,1,Sunday
South,272383,1,2,Sunday
South,874326,2,2,Sunday
South,323016,1,2,Sunday
South,973291,5,18,Friday
Central,987911,1,5,Sunday
Central,263679,1,5,Sunday
Central,593117,1,5,Sunday
East,453516,1,5,Tuesday
East,542696,1,5,Tuesday
Central,741835,1,2,Thursday
South,905146,1,20,Sunday
South,826219,2,20,Sunday
North,760381,4,4,Tuesday
East,716660,4,15,Sunday
East,417528,1,5,Thursday
East,758294,4,5,Thursday
North,254410,4,13,Tuesday
North,370119,3,13,Tuesday
Central,158033,2,1,Saturday
Central,973291,2,1,Saturday
South,451956,1,20,Monday
South,103736,1,20,Monday
West,932952,3,9,Wednesday
West,424718,5,9,Wednesday
East,989365,1,22,Tuesday
East,634777,1,22,Tuesday
South,601115,3,17,Monday
South,176656,2,9,Tuesday
Central,760381,1,8,Saturday
Central,436470,2,8,Saturday
Central,244547,1,8,Saturday
East,511087,2,17,Saturday
Central,357966,4,8,Sunday
Central,973291,2,8,Sunday
Central,667650,2,8,Sunday
South,190530,2,16,Saturday
South,123191,2,16,Saturday
South,203454,1,1,Thursday
South,257146,4,1,Thursday
North,582936,2,17,Sunday
North,240196,1,19,Thursday
Central,323016,4,8,Monday
West,129553,3,15,Sunday
Central,179932,1,15,Thursday
Central,221626,1,15,Thursday
Central,204293,3,15,Thursday
North,367952,4,17,Wednesday
North,122121,3,17,Wednesday
Central,580730,5,4,Sunday
Central,543513,1,4,Sunday
South,310436,2,15,Wednesday
South,144818,1,15,Wednesday
West,625107,1,15,Saturday
West,981997,3,15,Saturday
Central,780063,1,23,Friday
Central,351367,2,23,Friday
Central,596545,2,23,Friday
North,115348,1,1,Wednesday
North,981997,4,1,Wednesday
West,122121,3,13,Tuesday
West,635769,3,13,Tuesday
West,602517,3,13,Tuesday
West,149774,1,15,Wednesday
East,917641,1,8,Monday
East,874812,5,8,Monday
East,596545,3,12,Tuesday
East,784425,2,12,Tuesday
East,318514,4,12,Tuesday
North,417009,1,23,Saturday
East,240196,2,4,Saturday
South,713451,3,23,Tuesday
North,166402,1,7,Thursday
East,788175,4,20,Monday
South,780063,1,11,Sunday
Central,621860,2,7,Saturday
West,447288,1,23,Monday
West,436470,2,23,Monday
West,523098,3,23,Monday
East,431976,1,8,Wednesday
East,591797,2,8,Wednesday
East,115684,3,8,Wednesday
North,738390,2,23,Friday
North,625107,2,20,Saturday
West,149774,5,0,Saturday
West,995677,2,0,Saturday
East,272383,2,21,Sunday
East,695926,3,21,Sunday
South,417528,2,5,Friday
South,727865,1,5,Friday
Central,634777,1,11,Friday
East,760381,1,8,Sunday
East,204293,1,8,Sunday
East,280162,1,8,Sunday
South,315487,1,9,Monday
South,799380,2,9,Monday
South,394868,3,9,Monday
South,467525,1,15,Tuesday
South,858357,1,15,Tuesday
South,932387,2,23,Friday
South,130198,4,23,Friday
South,462550,5,23,Friday
West,716660,1,23,Wednesday
West,283621,1,23,Wednesday
Central,226632,1,2,Tuesday
Central,799380,1,23,Sunday
Central,158033,3,3,Saturday
Central,912354,1,3,Saturday
Central,727865,1,3,Saturday
Central,966126,2,14,Wednesday
Central,932387,1,14,Wednesday
South,136788,3,3,Sunday
West,874812,5,17,Friday
Central,632686,1,4,Monday
Central,780063,2,4,Monday
Central,394174,2,4,Monday
Central,351367,1,0,Sunday
North,351367,3,20,Wednesday
West,457848,1,3,Friday
West,436470,4,3,Friday
East,713451,2,19,Monday
East,966126,1,19,Monday
East,458263,4,19,Monday
South,858357,1,19,Wednesday
South,845820,1,19,Wednesday
South,667650,5,19,Wednesday
Central,799380,2,17,Saturday
North,489295,4,18,Sunday
North,582219,3,18,Sunday
Central,582936,5,13,Tuesday
East,179507,1,9,Wednesday
East,272383,2,7,Thursday
East,462550,3,7,Thursday
South,315187,1,0,Sunday
Central,457848,2,0,Wednesday
East,657579,2,12,Monday
East,758294,3,12,Monday
Central,601115,1,2,Wednesday
South,152243,2,18,Thursday
South,327670,1,18,Thursday
South,176656,5,18,Thursday
South,417528,2,7,Wednesday
South,391708,2,7,Wednesday
South,970718,2,7,Wednesday
South,272383,1,5,Sunday
South,327670,2,5,Sunday
East,596545,1,5,Thursday
East,437577,3,5,Thursday
East,327670,1,5,Thursday
West,616207,2,22,Thursday
Central,136788,1,16,Sunday
West,543513,1,3,Saturday
West,226632,1,3,Saturday
North,973291,1,3,Wednesday
North,331204,4,3,Wednesday
North,226632,3,3,Wednesday
Central,799380,1,13,Friday
Central,103736,2,13,Friday
North,122121,5,22,Wednesday
North,587281,2,22,Wednesday
North,917641,3,19,Tuesday
North,257146,1,19,Tuesday
Central,467525,1,23,Friday
Central,123191,2,23,Friday
Central,315487,2,23,Friday
North,904976,2,11,Sunday
North,990634,2,11,Sunday
West,734159,4,6,Tuesday
West,357966,2,1,Sunday
North,160732,1,1,Wednesday
South,763628,2,11,Monday
South,370119,2,11,Monday
East,367952,1,10,Friday
North,447726,2,8,Friday
North,202715,2,8,Friday
North,593117,2,8,Friday
South,409067,1,4,Saturday
South,458263,1,4,Saturday
Central,797959,1,13,Thursday
Central,422552,2,13,Thursday
Central,763628,2,13,Thursday
South,582936,3,22,Wednesday
South,314921,2,22,Wednesday
South,417009,3,22,Wednesday
Central,580730,1,7,Wednesday
Central,738390,2,7,Wednesday
Central,973291,1,7,Wednesday
North,115684,4,5,Monday
Central,391708,2,8,Friday
Central,513418,1,8,Friday
East,115348,1,13,Saturday
East,263679,1,13,Saturday
East,289459,4,13,Saturday
East,716660,1,8,Tuesday
East,280162,3,8,Tuesday
East,904976,2,17,Wednesday
East,665639,1,17,Wednesday
North,632686,3,3,Tuesday
North,134761,2,3,Tuesday
Central,644730,3,11,Friday
West,641411,2,11,Friday
West,144818,1,11,Friday
West,136788,1,18,Wednesday
West,221626,1,18,Wednesday
West,556364,2,18,Wednesday
West,523098,2,20,Friday
West,632686,4,20,Friday
West,667650,2,20,Friday
North,108796,2,17,Tuesday
North,821570,2,17,Tuesday
North,179932,2,17,Tuesday
Central,179932,4,5,Sunday
North,621298,2,0,Saturday
North,160732,1,0,Saturday
North,513418,1,0,Saturday
West,564853,4,3,Tuesday
West,480254,1,3,Tuesday
West,424718,2,3,Tuesday
West,314921,2,7,Saturday
South,845820,1,5,Friday
South,647654,5,5,Friday
South,616207,2,5,Friday
North,447726,1,17,Friday
West,226632,1,2,Monday
West,575961,1,2,Monday
East,885901,1,6,Monday
North,712158,1,1,Tuesday
North,734159,4,1,Tuesday
North,134848,4,1,Tuesday
West,462550,2,5,Tuesday
Central,542696,1,11,Friday
Central,327670,3,11,Friday
Central,647654,1,11,Friday
North,912354,1,7,Wednesday
North,799380,2,7,Wednesday
South,797959,2,19,Thursday
West,136788,1,21,Sunday
West,204293,2,21,Sunday
West,202715,1,21,Sunday
East,283803,1,1,Tuesday
East,451956,2,1,Tuesday
East,203454,3,3,Sunday
East,587281,2,3,Sunday
Central,970718,2,16,Monday
Central,602517,1,16,Monday
Central,134761,4,16,Monday
West,741835,2,6,Saturday
South,240196,1,8,Wednesday
South,457848,1,8,Wednesday
South,202715,1,8,Wednesday
North,451956,3,22,Thursday
North,788175,2,22,Thursday
South,327670,1,7,Saturday
Central,797959,2,7,Thursday
Central,327670,1,7,Thursday
Central,293073,4,7,Thursday
South,357966,1,10,Saturday
South,667650,1,10,Saturday
South,625107,2,10,Saturday
Central,665639,5,23,Saturday
Central,435530,2,23,Saturday
North,310436,3,23,Monday
North,758294,2,23,Monday
East,328679,2,6,Monday
East,130969,2,6,Monday
East,318514,5,6,Monday
North,799380,2,16,Wednesday
East,855760,2,20,Tuesday
East,621860,5,20,Tuesday
East,130969,1,20,Tuesday
Central,643168,4,4,Tuesday
Central,647421,4,4,Tuesday
Central,340098,3,4,Tuesday
Central,179932,1,16,Wednesday
West,632686,1,0,Sunday
West,995677,2,0,Sunday
South,912354,2,9,Monday
South,656573,1,9,Monday
West,714157,1,22,Saturday
West,289459,2,22,Saturday
North,143527,3,1,Friday
North,855119,1,1,Friday
South,734159,3,19,Saturday
South,453516,2,19,Saturday
South,712158,4,19,Saturday
North,932952,1,20,Sunday
North,716660,1,20,Sunday
North,797959,1,12,Monday
North,657579,1,12,Monday
North,511087,5,12,Monday
East,932387,2,12,Monday
East,766294,2,3,Tuesday
East,589456,2,3,Tuesday
East,513418,3,7,Tuesday
East,634777,2,7,Tuesday
East,323016,1,5,Friday
East,257146,2,8,Monday
East,155861,1,8,Monday
East,108796,2,8,Monday
South,254410,1,12,Thursday
South,226632,1,12,Thursday
West,257146,1,11,Sunday
West,876627,3,11,Sunday
South,236141,1,11,Sunday
South,190530,1,11,Sunday
South,556364,3,11,Sunday
North,134761,2,7,Monday
North,158033,3,7,Monday
Central,712158,2,7,Friday
Central,981997,3,7,Friday
West,436470,2,21,Monday
West,167392,4,21,Monday
Central,458363,2,9,Friday
Central,179507,2,9,Friday
West,784362,2,1,Saturday
West,130198,1,1,Saturday
West,155861,3,1,Saturday
West,351367,2,15,Friday
West,236141,1,15,Friday
East,763628,1,22,Tuesday
East,379582,4,22,Tuesday
South,283803,1,20,Tuesday
South,643168,2,20,Tuesday
West,158033,1,4,Wednesday
West,190530,2,4,Wednesday
Central,513418,4,23,Saturday
Central,799380,1,23,Saturday
Central,340098,3,23,Saturday
West,315487,1,17,Tuesday
West,957598,4,17,Tuesday
West,236141,1,17,Tuesday
North,613608,1,16,Wednesday
North,625107,4,16,Wednesday
Central,644730,4,13,Wednesday
Central,763628,4,13,Wednesday
South,257146,2,23,Tuesday
South,821570,2,23,Tuesday
South,314921,4,23,Tuesday
South,784362,2,4,Monday
South,917641,2,4,Monday
South,134848,3,4,Monday
East,177733,2,0,Wednesday
East,855119,3,10,Sunday
East,167392,1,10,Tuesday
North,657152,4,11,Saturday
Central,204293,1,3,Friday
East,318514,1,18,Tuesday
East,204220,1,18,Tuesday
East,176656,1,21,Saturday
South,323016,2,23,Sunday
South,314921,3,23,Sunday
South,240196,1,23,Sunday
East,821570,2,15,Wednesday
East,228776,3,15,Wednesday
North,318514,1,22,Thursday
Central,990634,1,11,Sunday
Central,830396,2,11,Sunday
Central,572994,1,11,Sunday
East,821570,2,6,Friday
East,905146,2,6,Friday
East,447288,2,6,Friday
East,394174,2,14,Saturday
East,134848,4,14,Saturday
North,966126,1,14,Saturday
West,409067,3,0,Wednesday
West,228776,5,0,Wednesday
Central,601115,2,13,Saturday
Central,763628,1,13,Saturday
East,981997,1,19,Saturday
West,327670,1,4,Thursday
West,635769,5,13,Saturday
West,447726,3,13,Saturday
West,855760,1,13,Saturday
Central,272383,1,4,Thursday
Central,780063,2,4,Thursday
West,582936,2,23,Wednesday
West,134761,3,23,Wednesday
West,602517,2,23,Wednesday
East,394868,3,20,Thursday
East,621860,1,20,Thursday
West,451956,1,13,Friday
West,844672,1,13,Friday
West,657152,4,13,Friday
Central,826219,2,6,Tuesday
West,713451,2,12,Tuesday
West,596545,3,12,Tuesday
West,601115,1,12,Tuesday
South,844672,3,21,Friday
South,616207,1,21,Friday
West,314921,1,9,Monday
West,714157,5,9,Monday
South,664634,5,4,Friday
South,417009,1,12,Friday
South,797959,1,12,Friday
South,318514,3,12,Friday
South,716660,4,6,Friday
South,712158,2,6,Friday
South,657579,1,6,Friday
West,318514,1,13,Monday
Central,647421,1,17,Tuesday
Central,131542,2,17,Tuesday
Central,357966,1,17,Tuesday
Central,394868,1,12,Thursday
Central,437577,3,12,Thursday
Central,167392,1,23,Monday
Central,152243,3,23,Monday
Central,391708,1,7,Monday
East,367952,1,0,Tuesday
East,714157,2,0,Tuesday
East,695926,1,0,Tuesday
West,970718,1,7,Thursday
East,846554,2,11,Monday
East,526783,1,11,Monday
West,667650,1,14,Monday
South,667650,1,6,Monday
North,667650,2,8,Sunday
North,127005,2,8,Sunday
North,587281,4,8,Sunday
East,513418,2,5,Wednesday
East,431976,3,5,Wednesday
East,712158,4,5,Wednesday
East,166402,2,17,Thursday
East,149774,1,17,Thursday
Central,422552,1,4,Sunday
Central,291116,2,4,Sunday
Central,177733,1,4,Sunday
North,513418,3,8,Friday
West,657152,3,22,Saturday
North,436470,3,19,Sunday
North,457848,1,19,Sunday
North,115348,1,20,Wednesday
North,367952,1,20,Wednesday
East,155861,2,6,Tuesday
East,714157,1,6,Tuesday
East,136788,2,6,Tuesday
North,621860,2,19,Friday
North,821570,1,19,Friday
North,542696,1,22,Thursday
North,331204,1,19,Thursday
North,712158,2,0,Tuesday
North,846554,2,0,Tuesday
West,240196,3,2,Tuesday
West,912354,1,10,Sunday
West,130198,3,10,Sunday
East,424718,5,2,Monday
East,254410,2,2,Monday
East,331204,1,7,Saturday
East,409067,2,7,Saturday
Central,177733,1,5,Monday
South,874812,2,0,Sunday
South,634777,2,0,Sunday
South,599381,2,0,Sunday
South,932952,1,15,Monday
West,763628,1,17,Wednesday
Central,144818,2,4,Saturday
West,204293,1,13,Saturday
South,166402,3,4,Tuesday
South,966126,1,4,Tuesday
West,123191,1,14,Monday
West,855760,3,14,Monday
Central,236141,3,21,Monday
Central,149774,3,21,Monday
North,845820,3,15,Thursday
North,647421,1,15,Thursday
North,858212,1,15,Thursday
Central,103736,5,21,Saturday
Central,550857,1,21,Saturday
South,740474,1,10,Monday
South,424718,1,10,Monday
South,917641,1,10,Monday
Central,202715,5,9,Saturday
Central,436470,2,9,Saturday
Central,254410,1,9,Saturday
Central,616207,3,12,Tuesday
North,665639,3,8,Friday
South,127005,3,5,Friday
South,634777,4,5,Friday
Central,131542,2,1,Wednesday
Central,621860,3,1,Wednesday
Central,417528,4,1,Wednesday
South,327670,3,11,Thursday
South,431976,1,11,Thursday
East,115348,1,1,Monday
South,700732,1,2,Wednesday
East,203454,2,20,Thursday
South,811207,1,2,Thursday
East,435530,2,11,Monday
East,995677,3,11,Monday
Central,115348,1,6,Wednesday
Central,957598,2,6,Wednesday
North,602517,1,2,Tuesday
North,314921,1,6,Sunday
North,404100,2,6,Sunday
North,587281,2,6,Sunday
North,799380,4,17,Wednesday
South,643168,1,9,Tuesday
South,143527,1,9,Tuesday
South,310436,3,9,Tuesday
East,811207,1,20,Sunday
West,788175,2,15,Sunday
West,108796,2,15,Sunday
West,858212,1,15,Sunday
Central,845820,2,9,Wednesday
Central,542696,1,9,Wednesday
North,357966,4,8,Monday
North,647421,1,8,Monday
North,513418,1,8,Monday
North,120672,2,11,Wednesday
North,784362,2,11,Wednesday
South,190530,1,12,Sunday
West,268844,2,21,Wednesday
West,714157,2,3,Thursday
Central,136788,1,9,Friday
Central,874326,4,9,Friday
Central,167392,1,9,Friday
East,766294,1,6,Wednesday
East,323016,1,6,Wednesday
West,297266,1,0,Wednesday
East,885901,1,4,Monday
East,310436,1,7,Sunday
East,467525,1,7,Sunday
East,357966,1,7,Sunday
North,134761,1,3,Thursday
North,528608,2,3,Thursday
North,115684,1,3,Thursday
South,621298,3,16,Tuesday
South,599381,3,16,Tuesday
South,970718,2,16,Tuesday
Central,632686,1,23,Sunday
Central,667650,1,1,Saturday
Central,166402,1,1,Saturday
Central,176656,1,1,Saturday
East,149774,1,5,Wednesday
East,926868,1,5,Wednesday
South,741835,1,16,Thursday
South,912354,2,16,Thursday
North,379582,1,0,Monday
North,130198,3,0,Monday
Central,855760,2,7,Saturday
Central,780063,2,7,Saturday
Central,591797,5,7,Saturday
South,391708,1,18,Monday
South,211520,2,18,Monday
North,572994,3,15,Saturday
North,318514,2,15,Saturday
West,821570,2,23,Monday
West,616207,2,23,Monday
West,647654,4,23,Monday
East,523098,1,5,Wednesday
East,201111,1,5,Wednesday
West,129553,1,12,Tuesday
West,782729,1,12,Tuesday
West,602517,1,12,Tuesday
South,528608,1,1,Sunday
South,480254,1,1,Sunday
South,844672,3,20,Monday
South,453516,3,17,Sunday
South,451956,3,17,Sunday
South,436470,4,16,Sunday
East,190530,1,16,Monday
East,451956,2,16,Monday
East,431976,5,16,Monday
South,391708,2,3,Wednesday
South,391708,4,3,Wednesday
Central,990634,3,1,Sunday
Central,589456,2,1,Sunday
Central,203454,2,1,Sunday
South,318514,1,9,Sunday
South,123191,2,9,Sunday
North,845820,5,3,Monday
North,543513,3,3,Monday
South,529557,2,20,Sunday
South,315487,1,20,Sunday
South,120672,3,20,Sunday
Central,179507,2,4,Tuesday
Central,760381,4,4,Tuesday
North,990634,4,14,Saturday
North,713451,4,14,Saturday
North,665639,1,14,Saturday
North,632686,1,10,Tuesday
North,734159,1,10,Tuesday
South,712158,3,11,Friday
South,932952,1,11,Friday
West,635769,2,1,Thursday
South,211520,4,6,Thursday
South,740474,1,6,Thursday
South,203454,3,13,Saturday
South,404100,3,13,Saturday
South,990634,3,13,Saturday
East,272383,1,10,Tuesday
South,457848,1,11,Friday
West,713451,1,5,Wednesday
West,211520,2,5,Wednesday
West,155861,1,5,Wednesday
South,155861,2,3,Wednesday
South,327418,3,3,Wednesday
South,667650,2,3,Wednesday
East,788175,2,22,Saturday
East,179932,3,22,Saturday
South,340098,1,18,Tuesday
South,529557,1,18,Tuesday
South,489295,1,18,Tuesday
North,436470,1,10,Thursday
North,458363,2,10,Thursday
North,394174,2,16,Friday
North,885901,1,16,Friday
North,236141,2,23,Sunday
North,970718,2,23,Sunday
North,625107,3,23,Sunday
East,315487,2,13,Sunday
East,740474,1,13,Sunday
East,580730,1,13,Sunday
North,204220,4,18,Friday
East,447288,1,20,Saturday
East,987911,5,20,Saturday
West,108796,2,11,Saturday
South,474362,2,16,Monday
South,236141,3,16,Monday
West,855119,1,20,Saturday
North,422552,1,11,Monday
North,727865,1,11,Monday
North,323016,1,11,Monday
South,391708,1,20,Tuesday
East,130198,3,22,Monday
East,131542,5,22,Monday
East,657152,2,22,Monday
South,272383,1,18,Tuesday
South,782729,3,18,Tuesday
East,327418,3,14,Wednesday
East,987911,1,14,Wednesday
West,821570,1,12,Thursday
West,559463,1,12,Thursday
South,912354,5,21,Wednesday
East,713451,2,7,Monday
South,542696,2,16,Friday
North,526783,1,16,Saturday
North,144818,3,16,Saturday
Central,874326,2,19,Wednesday
Central,315187,2,19,Wednesday
Central,523098,3,19,Wednesday
South,589456,1,4,Monday
South,240196,2,4,Monday
South,155861,1,4,Monday
South,596545,1,11,Tuesday
South,572994,2,11,Tuesday
South,202715,1,11,Tuesday
West,315187,2,5,Friday
West,647421,1,5,Friday
West,912354,5,5,Friday
North,788175,1,17,Thursday
North,632686,2,8,Wednesday
North,424718,4,8,Wednesday
Central,123191,1,15,Wednesday
Central,596545,3,15,Wednesday
Central,417528,5,15,Wednesday
South,272383,1,8,Tuesday
Central,788175,2,1,Monday
Central,621298,4,1,Monday
North,283621,3,19,Saturday
North,511087,3,19,Saturday
North,712158,4,19,Saturday
